Districts ,0,1,2,3,4
学生宿舍,(24.415;26.75;36.225;37.51);50830.24;101746.08;10040.73;8;4284.05;5,(24.65;26.755;35.63;38.225);50376.24;101290.66;9995.79;8;4264.87;5,(24.65;26.755;35.63;38.225);50376.24;101290.66;9995.79;8;4264.87;5,(24.65;26.755;35.63;38.225);50376.24;101290.66;9995.79;8;4264.87;5,(24.65;26.755;35.63;38.225);50376.24;101290.66;9995.79;8;4264.87;5
单身教师宿舍,(57.84;59.78;59.84;63.78);3200;6000;750;8,(58.08;61.72;60.08;65.72);3200;6000;750;8,(58.08;59.78;60.08;63.78);3200;6000;750;8,(58.08;61.72;60.08;65.72);3200;6000;750;8,(58.08;61.72;60.08;65.72);3200;6000;750;8
食堂,(31.55;43.25;39.47;48.49);16600.32;11602.77;5801.38;2,(32.74;43.79;40.22;48.95);15438.72;10767.61;5383.81;2,(32.74;43.79;40.22;48.95);15438.72;10767.61;5383.81;2,(32.74;43.79;40.22;48.95);15438.72;10767.61;5383.81;2,(32.74;43.79;40.22;48.95);15438.72;10767.61;5383.81;2
食堂,(42.305;59.775;47.395;64.165);8938.04;6247.23;3123.62;2,(42.31;59.775;47.61;64.56499);10154.8;7082.39;3541.19;2,(42.31;59.775;47.61;64.56499);10154.8;7082.39;3541.19;2,(42.31;59.775;47.61;64.56499);10154.8;7082.39;3541.19;2,(42.31;59.775;47.61;64.56499);10154.8;7082.39;3541.19;2
办公及服务,(44.495;33.71;49.785;36.75);6432.64;9750;1950;5,(40.815;32.63;46.485;35.47);6441.12;9750;1950;5,(40.815;32.635;46.485;35.465);6418.44;9750;1950;5,(40.815;32.635;46.485;35.465);6418.44;9750;1950;5,(40.815;32.635;46.485;35.465);6418.44;9750;1950;5
后勤,(47.955;66.345;56.445;73.035);22719.24;15900;7950;2,(48.215;66.33;56.685;73.03);22699.6;15900;7950;2,(48.215;66.33;56.685;73.03);22699.6;15900;7950;2,(48.215;66.33;56.685;73.03);22699.6;15900;7950;2,(48.215;66.33;56.685;73.03);22699.6;15900;7950;2
会堂,(37.225;27.255;41.355;31.365);6789.72;3600;1800;2,(36.635;27.785;39.545;33.615);6786.12;3600;1800;2,(36.635;27.785;39.545;33.615);6786.12;3600;1800;2,(36.635;27.785;39.545;33.615);6786.12;3600;1800;2,(36.635;27.785;39.545;33.615);6786.12;3600;1800;2
留学生及外教生活用房,(57.04;67.43;59.84;73.03001);6272;9425;1885;5,(57.28;66.32999;60.08;71.93);6272;9425;1885;5,(57.28;67.43;60.08;73.03001);6272;9425;1885;5,(57.28;66.32999;60.08;71.93);6272;9425;1885;5,(57.28;66.32999;60.08;71.93);6272;9425;1885;5
培训,(38.1;19.585;41.22;23.815);5279.04;6000;1200;5,(38.1;19.585;41.22;23.815);5279.04;6000;1200;5,(38.1;19.585;41.22;23.815);5279.04;6000;1200;5,(38.1;19.585;41.22;23.815);5279.04;6000;1200;5,(38.1;19.585;41.22;23.815);5279.04;6000;1200;5
学术交流中心,(24.41;19.585;29.61;23.815);8798.4;30000;2000;15,(24.65;19.585;28.59;23.815);6666.48;30000;2000;15,(24.65;19.585;28.59;23.815);6666.48;30000;2000;15,(24.65;19.585;28.59;23.815);6666.48;30000;2000;15,(24.65;19.585;28.59;23.815);6666.48;30000;2000;15
重点实验室,(39.645;78.28;46.755;87.84);27188.64;54381.34;10876.27;5,(40.595;78.28;48.245;87.84);29253.6;58528.01;11705.6;5,(40.595;78.28;48.245;87.84);29253.6;58528.01;11705.6;5,(40.595;78.28;48.245;87.84);29253.6;58528.01;11705.6;5,(40.595;78.28;48.245;87.84);29253.6;58528.01;11705.6;5
重点实验室,(25.81;78.28;31.81;85.7);17808;35618.66;7123.73;5,(25.81;78.28;31.11;85.7);15730.4;31471.99;6294.4;5,(25.81;78.28;31.11;85.7);15730.4;31471.99;6294.4;5,(25.81;78.28;31.11;85.7);15730.4;31471.99;6294.4;5,(25.81;78.28;31.11;85.7);15730.4;31471.99;6294.4;5
对外继续教育,(51.72;19.76;59.84;23.82);13186.88;20000;4000;5,(52.28;19.585;60.08;23.815);13197.6;20000;4000;5,(52.28;19.585;60.08;23.815);13197.6;20000;4000;5,(52.28;19.585;60.08;23.815);13197.6;20000;4000;5,(52.28;19.585;60.08;23.815);13197.6;20000;4000;5
创研中心,(30.22;19.585;37.5;23.815);12317.76;27750.95;3468.87;8,(29.195;19.585;37.505;23.815);14060.52;29731.66;3716.46;8,(29.195;19.585;37.505;23.815);14060.52;29731.66;3716.46;8,(29.195;19.585;37.505;23.815);14060.52;29731.66;3716.46;8,(29.195;19.585;37.505;23.815);14060.52;29731.66;3716.46;8
创研中心,(42.66;19.585;51.12;23.815);14314.32;32249.05;4031.13;8,(42.36;19.585;50.82;23.815);14314.32;30268.34;3783.54;8,(42.36;19.585;50.82;23.815);14314.32;30268.34;3783.54;8,(42.36;19.585;50.82;23.815);14314.32;30268.34;3783.54;8,(42.36;19.585;50.82;23.815);14314.32;30268.34;3783.54;8
科研区,(52.77;78.22;59.85;87.84);27243.84;77818.45;9727.31;8,(54.53;78.22;60.09;87.84);21394.88;61215.66;7651.96;8,(54.53;78.22;60.09;87.84);21394.88;61215.66;7651.96;8,(54.53;78.22;60.09;87.84);21394.88;61215.66;7651.96;8,(54.53;78.22;60.09;87.84);21394.88;61215.66;7651.96;8
科研区,(32.41;78.28;39.05;90.86);33412.48;95438.36;11929.8;8,(31.72;78.28;40;89.78);38088;108978.49;13622.31;8,(31.72;78.28;40;89.78);38088;108978.49;13622.31;8,(31.72;78.28;40;89.78);38088;108978.49;13622.31;8,(31.72;78.28;40;89.78);38088;108978.49;13622.31;8
科研区,(47.355;78.22;52.165;87.84);18508.88;52868.19;6608.52;8,(48.85;78.22;53.93;87.84);19547.84;55930.85;6991.36;8,(48.85;78.22;53.93;87.84);19547.84;55930.85;6991.36;8,(48.85;78.22;53.93;87.84);19547.84;55930.85;6991.36;8,(48.85;78.22;53.93;87.84);19547.84;55930.85;6991.36;8
户外体育区,(40.13;43.25;47.63;54.75);34500;0,(40.82;43.785;48.32;55.315);34590;0,(40.82;43.785;48.32;55.315);34590;0,(40.82;43.785;48.32;55.315);34590;0,(40.82;43.785;48.32;55.315);34590;0
户外体育区,(50.38;44.88;59.84;57.78);48813.6;0,(51.935;42.835;60.085;57.785);48737;0,(51.935;42.835;60.085;57.785);48737;0,(51.935;42.835;60.085;57.785);48737;0,(51.935;42.835;60.085;57.785);48737;0
户外体育区,(42.31;64.77;47.35;73.03);16652.16;0,(42.31;65.17;47.61;73.03);16663.2;0,(42.31;65.17;47.61;73.03);16663.2;0,(42.31;65.17;47.61;73.03);16663.2;0,(42.31;65.17;47.61;73.03);16663.2;0
Rectangle
Rectangle,(36.73;26.75;51.27;42.75),(36.135;26.75;51.425;43.29),(36.135;26.75;51.425;43.29),(36.135;26.75;51.425;43.29),(36.135;26.75;51.425;43.29)
Roads
Axis
