Districts ,0,1,2,3,4
会堂,(41.535;33.365;44.445;39.195);6786.12;3600;1800;2,(42.275;34.955;45.185;40.785);6786.12;3600;1800;2,(42.275;32.135;45.185;37.965);6786.12;3600;1800;2,(42.61;34.945;45.87;40.155);6793.84;3600;1800;2,(43.25;33.635;45.79;38.705);5151.12;3600;1800;2
留学生及外教生活用房,(55.635;26.755;59.845;31.685);8302.12;9425;1885;5,(56.03;26.745;60.43;31.455);8289.6;9425;1885;5,(55.49;26.75;60.19;30.09);6279.2;9425;1885;5,(56.225;26.745;60.435;31.135);7392.76;9425;1885;5,(56.185;26.745;60.435;31.135);7463;9425;1885;5
培训,(24.41;19.585;27.53;23.815);5279.04;6000;1200;5,(25;19.585;27.36;23.815);3993.12;6000;1200;5,(24.76;19.585;27.12;23.815);3993.12;6000;1200;5,(24.995;19.585;27.845;23.815);4822.2;6000;1200;5,(25;19.585;27.36;23.815);3993.12;6000;1200;5
学术交流中心,(35.73;19.585;40.93;23.815);8798.4;30000;2000;15,(34.66;19.585;39.86;23.815);8798.4;30000;2000;15,(34.41;19.585;39.61;23.815);8798.4;30000;2000;15,(36.605;19.585;41.215;23.815);7800.12;30000;2000;15,(37.28;19.585;41.22;23.815);6666.48;30000;2000;15
重点实验室,(25.805;78.28;31.995;85.7);18371.92;36004.86;7200.97;5,(25.815;78.28;32.605;85.7);20152.72;39125.08;7825.02;5,(25.815;78.28;31.805;85.7);17778.32;32535.86;6507.17;5,(27.055;78.28001;31.745;86.68);15758.4;31247.38;6249.48;5,(27.135;78.28;35.165;86.74001);27173.52;54260.42;10852.08;5
重点实验室,(52.68;78.22;59.84;87.84);27551.68;53995.14;10799.03;5,(48.245;78.22;55.055;87.84);26204.88;50874.92;10174.98;5,(52.02;78.22;60.18;87.84);31399.68;57464.14;11492.83;5,(52.73;78.22;60.43;87.84);29629.6;58752.62;11750.52;5,(55.705;78.21999;60.435;87.68);17898.32;35739.58;7147.92;5
对外继续教育,(51.72;19.76;59.84;23.82);13186.88;20000;4000;5,(51.42;19.76;59.54;23.82);13186.88;20000;4000;5,(52.06;19.76;60.18;23.82);13186.88;20000;4000;5,(51.42;19.585;59.22;23.815);13197.6;20000;4000;5,(54.515;19.585;60.425;23.815);9999.72;20000;4000;5
创研中心,(28.13;19.585;35.13;23.815);11844;27166.88;3395.86;8,(27.965;19.585;34.055;23.815);10304.28;25113.4;3139.18;8,(27.715;19.585;33.805;23.815);10304.28;25113.4;3139.18;8,(28.45;19.585;36.01;23.815);12791.52;28314.61;3539.33;8,(27.965;19.585;34.055;23.815);10304.28;25113.4;3139.18;8
创研中心,(42.36;19.585;50.82;23.815);14314.32;32833.12;4104.14;8,(42.36;19.585;50.82;23.815);14314.32;34886.6;4360.82;8,(42.36;19.585;50.82;23.815);14314.32;34886.6;4360.82;8,(42.36;19.585;50.82;23.815);14314.32;31685.39;3960.67;8,(45.46;19.585;53.92;23.815);14314.32;34886.6;4360.82;8
科研区,(45.04;78.28;52.08;87.84);26920.96;78128.48;9766.06;8,(55.65;78.28;60.43;87.84);18278.72;53111.05;6638.88;8,(46.64;78.28;51.42;87.84);18278.72;54267.53;6783.44;8,(47.455;78.505;52.125;87.835);17428.44;53642.16;6705.27;8,(50.435;78.505;55.105;87.835);17428.44;55735.56;6966.95;8
科研区,(32.595;78.28;38.945;90.98);32258;93617.32;11702.17;8,(33.205;78.28001;39.335;90.54);30061.52;87347.4;10918.42;8,(32.41;78.28;39.05;90.86);33412.48;99198.01;12399.75;8,(32.35;78.275;40.91;88.745);35849.28;110338.79;13792.35;8,(35.76;78.275;40.98;88.665);21694.32;69377.7;8672.21;8
科研区,(39.54;78.28;44.44;87.84);18737.6;54379.2;6797.4;8,(39.935;78.28;47.645;87.84);29483.04;85666.56;10708.32;8,(39.65;78.28;46.05;87.84);24473.6;72659.46;9082.43;8,(41.58;78.28;46.86;87.84);20190.72;62144.05;7768.01;8,(41.58;78.28;49.84;87.84);31586.24;101011.74;12626.47;8
户外体育区,(24.405;26.75;31.935;41.81);45360.72;0,(25.005;26.755;32.975;40.965);45301.48;0,(24.75;26.76;32.31;40.02);40098.24;0,(25.635;28.59;36.205;40.09);48622;0,(24.995;28.59;36.845;40.09);54510;0
户外体育区,(45.04;59.78;52.08;65.72);16727.04;0,(48.245;59.89;54.815;73.03);34531.92;0,(44.915;59.78;51.425;66.18);16665.6;0,(44.91;59.785;53.25;64.795);16713.36;0,(44.915;59.785;53.225;64.795);16653.24;0
户外体育区,(52.68;59.775;59.84;73.025);37948;0,(55.41;59.78;60.43;69.82);20160.32;0,(52.02;59.775;60.18;73.025);43248;0,(53.85;59.87;60.43;73.03);34637.12;0,(53.85;62.07;60.43;73.03001);28846.72;0
Rectangle
Rectangle,(34;26.755;50;41.485),(34;26.75;50;41.47),(34;26.75;50;44.97),(36.21;26.75;51.41;40.75),(36.845;26.75;51.155;40.75)
Roads
Axis
