Districts ,0,1,2,3,4
学生宿舍,(42.315;59.78;53.625;66.14);28772.64;57824.79;5706.39;8;2434.73;5,(42.315;59.78;53.625;66.14);28772.64;57824.79;5706.39;8;2434.73;5,(42.315;59.78;53.625;66.14);28772.64;57824.79;5706.39;8;2434.73;5,(42.315;59.78;53.625;66.14);28772.64;57824.79;5706.39;8;2434.73;5,(42.305;59.78;53.435;66.6);30362.64;61025.5;6022.25;8;2569.49;5
单身教师宿舍,(31.965;79.655;34.075;83.88499);3570.12;6000;750;8,(39.595;78.275;41.705;82.505);3570.12;6000;750;8,(39.595;78.275;41.705;82.505);3570.12;6000;750;8,(39.595;78.275;41.705;82.505);3570.12;6000;750;8,(39.53;79.565;41.71;83.935);3810.64;6000;750;8
食堂,(32.63;26.745;38.97;30.275);8952.08;6264.92;3132.46;2,(32.63;26.745;38.97;30.275);8952.08;6264.92;3132.46;2,(32.63;26.745;38.97;30.275);8952.08;6264.92;3132.46;2,(32.63;26.745;38.97;30.275);8952.08;6264.92;3132.46;2,(32.7;26.745;38.68;30.475);8922.16;6246.77;3123.38;2
食堂,(54.22;59.775;59.96;66.985);16554.16;11585.08;5792.54;2,(54.22;59.775;59.96;66.985);16554.16;11585.08;5792.54;2,(54.22;59.775;59.96;66.985);16554.16;11585.08;5792.54;2,(54.22;59.775;59.96;66.985);16554.16;11585.08;5792.54;2,(54.035;59.78;60.005;66.72);16572.72;11603.23;5801.62;2
办公及服务,(40.42;43.875;43.26;49.545);6441.12;9750;1950;5,(40.42;43.875;43.26;49.545);6441.12;9750;1950;5,(40.92;43.875;43.76;49.545);6441.12;9750;1950;5,(40.92;43.875;43.76;49.545);6441.12;9750;1950;5,(41.15;43.915;44.15;49.285);6444;9750;1950;5
后勤,(49.535;67.59;59.965;73.03);22695.68;15900;7950;2,(49.535;67.59;59.965;73.03);22695.68;15900;7950;2,(49.535;67.59;59.965;73.03);22695.68;15900;7950;2,(49.535;67.59;59.965;73.03);22695.68;15900;7950;2,(50.06;67.31499;60;73.025);22702.96;15900;7950;2
会堂,(46.89;44.42;50.99;48.56);6789.6;3600;1800;2,(46.89;44.05;50.99;48.19);6789.6;3600;1800;2,(46.89;45.4;50.99;49.54);6789.6;3600;1800;2,(46.89;45.4;50.99;49.54);6789.6;3600;1800;2,(44.765;46.285;50.595;49.195);6786.12;3600;1800;2
留学生及外教生活用房,(32.635;30.87;38.945;34.03);7975.84;9425;1885;5,(32.635;30.87;38.945;34.03);7975.84;9425;1885;5,(32.685;30.87;38.995;34.03);7975.84;9425;1885;5,(32.685;30.87;38.995;34.03);7975.84;9425;1885;5,(32.695;31.08;38.585;34.02);6926.64;9425;1885;5
培训,(29.04;19.585;32.16;23.815);5279.04;6000;1200;5,(38.1;19.585;41.22;23.815);5279.04;6000;1200;5,(33.59;19.585;36.71;23.815);5279.04;6000;1200;5,(33.59;19.585;36.71;23.815);5279.04;6000;1200;5,(33.64;19.585;36.76;23.815);5279.04;6000;1200;5
学术交流中心,(42.36;19.585;46.76;23.815);7444.8;30000;2000;15,(42.36;19.585;46.76;23.815);7444.8;30000;2000;15,(42.36;19.585;46.76;23.815);7444.8;30000;2000;15,(42.36;19.585;46.76;23.815);7444.8;30000;2000;15,(42.36;19.585;46.3;23.815);6666.48;30000;2000;15
重点实验室,(52.36;78.22;59.96;87.84);29244.8;58500;11700;5,(52.36;78.22;59.96;87.84);29244.8;58500;11700;5,(52.36;78.22;59.96;87.84);29244.8;58500;11700;5,(52.36;78.22;59.96;87.84);29244.8;58500;11700;5,(52.4;78.22;60;87.84);29244.8;58486.69;11697.34;5
重点实验室,(34.675;78.28;41.705;83.88);15747.2;31500;6300;5,(31.965;78.28;38.995;83.88);15747.2;31500;6300;5,(31.965;78.28;38.995;83.88);15747.2;31500;6300;5,(31.965;78.28;38.995;83.88);15747.2;31500;6300;5,(31.96;78.28;38.92;83.94);15757.44;31513.31;6302.66;5
对外继续教育,(47.355;19.585;53.265;23.815);9999.72;20000;4000;5,(47.355;19.585;53.265;23.815);9999.72;20000;4000;5,(47.355;19.585;53.265;23.815);9999.72;20000;4000;5,(47.355;19.585;53.265;23.815);9999.72;20000;4000;5,(46.905;19.585;53.315;23.815);10845.72;20000;4000;5
创研中心,(53.875;19.585;59.965;23.815);10304.28;25113.4;3139.18;8,(53.875;19.585;59.965;23.815);10304.28;25113.4;3139.18;8,(53.875;19.585;59.965;23.815);10304.28;25113.4;3139.18;8,(53.875;19.585;59.965;23.815);10304.28;25113.4;3139.18;8,(53.915;19.585;60.005;23.815);10304.28;25113.4;3139.18;8
创研中心,(32.76;19.585;41.22;23.815);14314.32;34886.6;4360.82;8,(29.04;19.585;37.5;23.815);14314.32;34886.6;4360.82;8,(24.53;19.585;32.99;23.815);14314.32;34886.6;4360.82;8,(24.53;19.585;32.99;23.815);14314.32;34886.6;4360.82;8,(24.58;19.585;33.04;23.815);14314.32;34886.6;4360.82;8
科研区,(31.965;84.485;39.355;90.515);17824.68;57072.24;7134.03;8,(31.965;84.485;39.355;90.515);17824.68;57072.24;7134.03;8,(31.965;84.485;39.355;90.515);17824.68;57072.24;7134.03;8,(31.965;84.485;39.355;90.515);17824.68;57072.24;7134.03;8,(31.965;84.53;39.355;90.50999);17676.88;56594.22;7074.28;8
科研区,(42.315;78.225;51.765;87.835);36325.8;116310.34;14538.79;8,(42.315;78.225;51.765;87.835);36325.8;116310.34;14538.79;8,(42.315;78.225;51.765;87.835);36325.8;116310.34;14538.79;8,(42.315;78.225;51.765;87.835);36325.8;116310.34;14538.79;8,(42.315;78.225;51.805;87.835);36479.56;116792.8;14599.1;8
科研区,(25.815;78.28;31.365;85.7);16472.4;52742.42;6592.8;8,(25.815;78.28;31.365;85.7);16472.4;52742.42;6592.8;8,(25.815;78.28;31.365;85.7);16472.4;52742.42;6592.8;8,(25.815;78.28;31.365;85.7);16472.4;52742.42;6592.8;8,(25.815;78.28;31.365;85.7);16472.4;52737.97;6592.25;8
户外体育区,(24.53;38.44;32.03;49.94);34500;0,(24.53;38.44;32.03;49.94);34500;0,(24.53;38.44;32.03;49.94);34500;0,(24.53;38.44;32.03;49.94);34500;0,(24.58;46.28;32.08;57.78);34500;0
户外体育区,(51.995;34.635;59.965;49.945);48808.28;0,(51.995;34.635;59.965;49.945);48808.28;0,(51.995;34.635;59.965;49.945);48808.28;0,(51.995;34.635;59.965;49.945);48808.28;0,(51.895;34.62;60.005;49.68);48854.64;0
户外体育区,(42.31;66.735;48.93;73.02499);16655.92;0,(42.31;66.735;48.93;73.02499);16655.92;0,(42.31;66.735;48.93;73.02499);16655.92;0,(42.31;66.735;48.93;73.02499);16655.92;0,(42.315;67.205;49.465;73.035);16673.8;0
Rectangle
Rectangle,(32.535;34.535;51.485;50.045),(32.535;34.535;51.485;50.045),(32.535;34.535;51.485;50.045),(32.535;34.535;51.485;50.045),(32.6;34.52;51.4;49.78)
Roads
Axis
