Districts ,0,1,2,3,4
食堂,(53.62;66.705;59.84;73.035);15749.04;11018.52;5509.26;2,(53.48;66.715;59.84;73.025);16052.64;11245.74;5622.87;2,(53.48;66.715;59.84;73.025);16052.64;11245.74;5622.87;2,(53.48;66.715;59.84;73.025);16052.64;11245.74;5622.87;2,(53.48;66.715;59.84;73.025);16052.64;11245.74;5622.87;2
食堂,(24.415;26.75;29.565;31.49);9764.4;6831.48;3415.74;2,(24.415;26.75;29.325;31.55);9427.2;6604.26;3302.13;2,(24.415;26.75;29.325;31.55);9427.2;6604.26;3302.13;2,(24.415;26.75;29.325;31.55);9427.2;6604.26;3302.13;2,(24.415;26.75;29.325;31.55);9427.2;6604.26;3302.13;2
办公及服务,(44.685;33.96;50.355;36.8);6441.12;9750;1950;5,(43.175;34.22;48.845;37.06);6441.12;9750;1950;5,(43.175;37.08;48.845;39.92);6441.12;9750;1950;5,(43.175;37.08;48.845;39.92);6441.12;9750;1950;5,(43.175;34.22;48.845;37.06);6441.12;9750;1950;5
后勤,(50.86;59.78;59.84;66.1);22701.44;15900;7950;2,(50.88;59.78;59.84;66.12);22722.56;15900;7950;2,(50.88;59.78;59.84;66.12);22722.56;15900;7950;2,(50.88;59.78;59.84;66.12);22722.56;15900;7950;2,(50.88;59.78;59.84;66.12);22722.56;15900;7950;2
会堂,(37.675;33.885;43.505;36.795);6786.12;3600;1800;2,(37.32;36.695;42.58;39.925);6795.92;3600;1800;2,(37.32;36.695;42.58;39.925);6795.92;3600;1800;2,(37.32;36.695;42.58;39.925);6795.92;3600;1800;2,(37.32;36.695;42.58;39.925);6795.92;3600;1800;2
留学生及外教生活用房,(32.505;26.75;37.075;31.29);8299.12;9425;1885;5,(31.82;26.755;36.72;30.985);8290.8;9425;1885;5,(31.82;26.755;36.72;30.985);8290.8;9425;1885;5,(31.82;26.755;36.72;30.985);8290.8;9425;1885;5,(31.82;26.755;36.72;30.985);8290.8;9425;1885;5
培训,(38.1;19.585;41.22;23.815);5279.04;6000;1200;5,(38.1;19.585;41.22;23.815);5279.04;6000;1200;5,(38.1;19.585;41.22;23.815);5279.04;6000;1200;5,(38.1;19.585;41.22;23.815);5279.04;6000;1200;5,(38.1;19.585;41.22;23.815);5279.04;6000;1200;5
学术交流中心,(24.405;19.585;29.095;23.815);7935.48;30000;2000;15,(24.405;19.585;29.095;23.815);7935.48;30000;2000;15,(24.405;19.585;29.095;23.815);7935.48;30000;2000;15,(24.405;19.585;29.095;23.815);7935.48;30000;2000;15,(24.405;19.585;29.095;23.815);7935.48;30000;2000;15
重点实验室,(45.275;78.225;53.105;87.835);30098.52;50420.75;10084.15;5,(46.49;78.225;53.45;87.835);26754.24;49106.21;9821.24;5,(46.49;78.225;53.45;87.835);26754.24;49106.21;9821.24;5,(46.49;78.225;53.45;87.835);26754.24;49106.21;9821.24;5,(46.49;78.225;53.45;87.835);26754.24;49106.21;9821.24;5
重点实验室,(53.7;78.22;59.84;87.84);23626.72;39579.25;7915.85;5,(54.045;78.22;59.835;87.84);22279.92;40893.79;8178.76;5,(54.045;78.22;59.835;87.84);22279.92;40893.79;8178.76;5,(54.045;78.22;59.835;87.84);22279.92;40893.79;8178.76;5,(54.045;78.22;59.835;87.84);22279.92;40893.79;8178.76;5
对外继续教育,(29.7;19.585;37.5;23.815);13197.6;20000;4000;5,(29.7;19.585;37.5;23.815);13197.6;20000;4000;5,(29.7;19.585;37.5;23.815);13197.6;20000;4000;5,(29.7;19.585;37.5;23.815);13197.6;20000;4000;5,(29.7;19.585;37.5;23.815);13197.6;20000;4000;5
创研中心,(51.02;19.585;59.48;23.815);14314.32;30726.39;3840.8;8,(50.88;19.585;59.34;23.815);14314.32;30989.01;3873.63;8,(50.88;19.585;59.34;23.815);14314.32;30989.01;3873.63;8,(50.88;19.585;59.34;23.815);14314.32;30989.01;3873.63;8,(50.88;19.585;59.34;23.815);14314.32;30989.01;3873.63;8
创研中心,(42.36;19.585;50.42;23.815);13637.52;29273.61;3659.2;8,(42.36;19.585;50.28;23.815);13400.64;29010.99;3626.37;8,(42.36;19.585;50.28;23.815);13400.64;29010.99;3626.37;8,(42.36;19.585;50.28;23.815);13400.64;29010.99;3626.37;8,(42.36;19.585;50.28;23.815);13400.64;29010.99;3626.37;8
科研区,(39.89;78.28;44.67;87.84);18278.72;58512.63;7314.08;8,(39.645;78.28;45.895;87.84);23900;71991.16;8998.89;8,(39.645;78.28;45.895;87.84);23900;71991.16;8998.89;8,(39.645;78.28;45.895;87.84);23900;71991.16;8998.89;8,(39.645;78.28;45.895;87.84);23900;71991.16;8998.89;8
科研区,(32.05;78.28;39.29;90.58);35620.8;114026.94;14253.37;8,(32.415;78.28;39.045;90.86);33362.16;100492.9;12561.61;8,(32.415;78.28;39.045;90.86);33362.16;100492.9;12561.61;8,(32.415;78.28;39.045;90.86);33362.16;100492.9;12561.61;8,(32.415;78.28;39.045;90.86);33362.16;100492.9;12561.61;8
科研区,(25.81;78.28;31.45;85.7);16739.52;53585.44;6698.18;8,(25.81;78.28;31.81;85.7);17808;53640.94;6705.12;8,(25.81;78.28;31.81;85.7);17808;53640.94;6705.12;8,(25.81;78.28;31.81;85.7);17808;53640.94;6705.12;8,(25.81;78.28;31.81;85.7);17808;53640.94;6705.12;8
户外体育区,(24.41;32.085;31.91;44.635);37650;0,(24.41;32.145;31.91;45.195);39150;0,(24.41;32.145;31.91;45.195);39150;0,(24.41;32.145;31.91;45.195);39150;0,(24.41;32.145;31.91;45.195);39150;0
户外体育区,(32.51;42.115;37.07;51.245);16653.12;0,(32.505;45.25;38.855;51.93);16967.2;0,(32.505;45.25;38.855;51.93);16967.2;0,(32.505;45.25;38.855;51.93);16967.2;0,(32.505;45.25;38.855;51.93);16967.2;0
户外体育区,(51.02;39.825;59.84;52.775);45687.6;0,(50.88;31.83;59.84;44.07);43868.16;0,(50.88;31.83;59.84;44.07);43868.16;0,(50.88;31.83;59.84;44.07);43868.16;0,(50.88;31.83;59.84;44.07);43868.16;0
Rectangle
Rectangle,(37.075;26.75;50.925;45.25),(36.72;26.75;50.88;45.25),(36.72;26.75;50.88;45.25),(36.72;26.75;50.88;45.25),(36.72;26.75;50.88;45.25)
Roads
Axis
