Districts ,0,1,2,3,4
学生宿舍,(37.795;43.245;45.205;57.775);43066.92;86625.47;8548.57;8;3647.39;5,(37.785;44.14;44.675;57.78);37591.84;75568.65;7457.43;8;3181.84;5,(37.79;43.42;44.97;57.78);41241.92;82904.61;8181.38;8;3490.72;5,(37.785;43.88;44.795;57.78);38975.6;78349.21;7731.83;8;3298.91;5,(37.785;43.88;44.795;57.78);38975.6;78349.21;7731.83;8;3298.91;5
单身教师宿舍,(42.305;59.78;46.755;62);3951.6;6000;750;8,(42.305;59.78;46.755;62);3951.6;6000;750;8,(42.305;70.81;46.755;73.03);3951.6;6000;750;8,(43.785;59.775;48.115;62.065);3966.28;6000;750;8,(43.785;59.775;48.115;62.065);3966.28;6000;750;8
食堂,(48.92;61.91;54.48;73.03);24730.88;13118.29;6559.15;2,(48.54;62.015;54.16;73.02499);24750.48;13118.05;6559.03;2,(49.35;61.91;54.91;73.03);24730.88;13122.55;6561.27;2,(48.71;62.11;54.37;73.03);24722.88;13114.17;6557.09;2,(48.71;62.11;54.37;73.03);24722.88;13114.17;6557.09;2
食堂,(24.74;26.75;30.8;30.43);8920.32;4731.71;2365.85;2,(24.73;26.745;29.53;31.395);8928;4731.95;2365.97;2,(24.735;26.755;29.525;31.405);8909.4;4727.45;2363.73;2,(24.775;26.75;29.425;31.55);8928;4735.83;2367.91;2,(24.775;26.75;29.425;31.55);8928;4735.83;2367.91;2
办公及服务,(45.885;35.395;50.435;38.925);6424.6;9750;1950;5,(46.655;36.77;50.705;40.75);6447.6;9750;1950;5,(46.595;38.655;50.505;42.765);6428.04;9750;1950;5,(45.39;37.685;48.27;43.275);6439.68;9750;1950;5,(45.39;37.685;48.27;43.275);6439.68;9750;1950;5
后勤,(42.305;62.605;48.315;73.035);25073.72;15900;7950;2,(42.315;62.605;47.945;73.035);23488.36;15900;7950;2,(42.31;59.775;48.75;70.205);26867.68;15900;7950;2,(42.31;62.67;48.11;73.03);24035.2;15900;7950;2,(42.31;62.67;48.11;73.03);24035.2;15900;7950;2
会堂,(47.525;26.745;50.435;32.575);6786.12;3600;1800;2,(46.57;29;50.71;33.1);6789.6;3600;1800;2,(46.62;29;50.76;33.1);6789.6;3600;1800;2,(46.78;26.75;50.92;30.85);6789.6;3600;1800;2,(46.78;26.75;50.92;30.85);6789.6;3600;1800;2
留学生及外教生活用房,(51.04;37.665;54.48;42.655);6866.24;9425;1885;5,(51.305;37.84;54.155;43.54);6498;9425;1885;5,(51.36;38.335;54.92;42.825);6393.76;9425;1885;5,(51.53;37.68;54.33;43.28);6272;9425;1885;5,(51.53;37.68;54.33;43.28);6272;9425;1885;5
培训,(31.4;19.585;34.52;23.815);5279.04;6000;1200;5,(30.53;19.585;33.65;23.815);5279.04;6000;1200;5,(30.53;19.585;33.65;23.815);5279.04;6000;1200;5,(30.03;19.585;32.39;23.815);3993.12;6000;1200;5,(30.03;19.585;32.39;23.815);3993.12;6000;1200;5
学术交流中心,(25.59;19.585;30.79;23.815);8798.4;30000;2000;15,(24.73;19.585;29.93;23.815);8798.4;30000;2000;15,(24.73;19.585;29.93;23.815);8798.4;30000;2000;15,(24.72;19.585;29.42;23.815);7952.4;30000;2000;15,(24.72;19.585;29.42;23.815);7952.4;30000;2000;15
重点实验室,(33.98;78.28;41.18;88.44);29260.8;58503.5;11700.7;5,(33.98;78.275;41.16;88.465);29265.68;58506.91;11701.38;5,(34;78.28;41.18;88.44);29179.52;58354.22;11670.84;5,(33.98;78.28;41.18;88.44);29260.8;58503.5;11700.7;5,(33.98;78.28;41.18;88.44);29260.8;58503.5;11700.7;5
重点实验室,(42.445;83.4;51.315;87.84);15753.12;31496.5;6299.3;5,(42.445;83.4;51.315;87.84);15753.12;31493.09;6298.62;5,(41.785;83.395;50.675;87.845);15824.2;31645.78;6329.16;5,(42.445;83.4;51.315;87.84);15753.12;31496.5;6299.3;5,(42.445;83.4;51.315;87.84);15753.12;31496.5;6299.3;5
对外继续教育,(51.415;19.755;59.525;23.825);13203.08;20000;4000;5,(51.42;19.76;59.54;23.82);13186.88;20000;4000;5,(51.42;19.67;59.54;23.73);13186.88;20000;4000;5,(52.35;19.585;60.15;23.815);13197.6;20000;4000;5,(52.35;19.585;60.15;23.815);13197.6;20000;4000;5
创研中心,(42.36;19.585;50.82;23.815);14314.32;34862.64;4357.83;8,(42.36;19.585;50.82;23.815);14314.32;32896.95;4112.12;8,(42.36;19.585;50.82;23.815);14314.32;32896.95;4112.12;8,(43.29;19.585;51.75;23.815);14314.32;30413.42;3801.68;8,(43.29;19.585;51.75;23.815);14314.32;30413.42;3801.68;8
创研中心,(35.12;19.585;41.22;23.815);10321.2;25137.36;3142.17;8,(34.245;19.585;41.215;23.815);11793.24;27103.05;3387.88;8,(34.255;19.585;41.225;23.815);11793.24;27103.05;3387.88;8,(32.985;19.585;41.215;23.815);13925.16;29586.58;3698.32;8,(32.985;19.585;41.215;23.815);13925.16;29586.58;3698.32;8
科研区,(42.305;78.22;51.315;82.8);16506.32;52799.11;6599.89;8,(42.305;78.22;51.315;82.8);16506.32;52807.12;6600.89;8,(42.31;78.225;51.33;82.79501);16488.56;52747.98;6593.5;8,(42.305;78.22;51.315;82.8);16506.32;52807.12;6600.89;8,(42.305;78.22;51.315;82.8);16506.32;52807.12;6600.89;8
科研区,(25.88;78.28;33.38;85.75999);22440;71779.3;8972.41;8,(25.805;78.28;33.375;85.7);22467.76;71879;8984.87;8,(25.805;78.28;33.395;85.7);22527.12;72065.72;9008.22;8,(25.815;78.28;33.385;85.7);22467.76;71879;8984.87;8,(25.815;78.28;33.385;85.7);22467.76;71879;8984.87;8
科研区,(51.915;78.22;60.165;87.84);31746;101546.59;12693.32;8,(51.92;78.22;60.16;87.84);31707.52;101438.89;12679.86;8,(51.935;78.22;60.165;87.84);31669.04;101311.3;12663.91;8,(51.92;78.22;60.16;87.84);31707.52;101438.89;12679.86;8,(51.92;78.22;60.16;87.84);31707.52;101438.89;12679.86;8
户外体育区,(24.74;46.235;32.24;57.785);34650;0,(24.73;46.28;32.23;57.78);34500;0,(24.73;46.08;32.23;57.78);35100;0,(24.72;46.28;32.22;57.78);34500;0,(24.72;46.28;32.22;57.78);34500;0
户外体育区,(45.81;43.245;53.49;57.775);44636.16;0,(45.275;44.14;53.065;57.78);42502.24;0,(45.57;43.42;53.95;57.78);48134.72;0,(45.395;43.88;53.745;57.78);46426;0,(45.395;43.88;53.745;57.78);46426;0
户外体育区,(55.075;37.665;60.165;47.835);20706.12;0,(54.76;37.805;60.16;48.455);23004;0,(55.52;38.33;60.16;47.35);16741.12;0,(54.975;37.045;60.105;46.335);19063.08;0,(54.975;37.045;60.105;46.335);19063.08;0
Rectangle
Rectangle,(35.04;26.75;51.04;43.25),(35.45;26.755;51.31;44.145),(35.8;26.755;51.36;43.425),(36.475;26.745;51.525;43.875),(36.475;26.745;51.525;43.875)
Roads
Axis
