Districts ,0,1,2,3,4
学生宿舍,(50.74;49.92;59.84;57.78);28610.4;57509.83;5675.31;8;2421.47;5,(50.735;50.015;59.845;57.785);28313.88;56900.07;5615.14;8;2395.79;5,(50.735;50.015;59.845;57.785);28313.88;56900.07;5615.14;8;2395.79;5,(50.735;50.015;59.845;57.785);28313.88;56900.07;5615.14;8;2395.79;5,(50.735;50.015;59.845;57.785);28313.88;56900.07;5615.14;8;2395.79;5
单身教师宿舍,(56.21;46.32;59.51;49.32);3960;6000;750;8,(56.2;46.41;59.5;49.41);3960;6000;750;8,(56.2;46.41;59.5;49.41);3960;6000;750;8,(56.2;46.41;59.5;49.41);3960;6000;750;8,(56.22;46.41;59.52;49.41);3960;6000;750;8
食堂,(49.2;67.215;59.84;73.025);24727.36;13113.93;6556.96;2,(42.305;67.63;53.115;73.03);23349.6;12914.12;6457.06;2,(42.305;67.63;53.115;73.03);23349.6;12914.12;6457.06;2,(42.305;67.63;53.115;73.03);23349.6;12914.12;6457.06;2,(42.305;67.63;53.115;73.03);23349.6;12914.12;6457.06;2
食堂,(24.415;46.09;30.905;49.53);8930.24;4736.07;2368.04;2,(24.41;45.625;31.07;48.975);8924.4;4935.88;2467.94;2,(24.41;45.625;31.07;48.975);8924.4;4935.88;2467.94;2,(24.41;45.625;31.07;48.975);8924.4;4935.88;2467.94;2,(24.41;45.625;31.07;48.975);8924.4;4935.88;2467.94;2
办公及服务,(46.855;35.085;50.145;39.975);6435.24;9750;1950;5,(46.67;35.525;50.13;40.175);6435.6;9750;1950;5,(46.67;35.005;50.13;39.655);6435.6;9750;1950;5,(46.67;35.005;50.13;39.655);6435.6;9750;1950;5,(46.67;34.995;50.13;39.645);6435.6;9750;1950;5
后勤,(42.31;60.79;48.43;73.03001);29963.52;15900;7950;2,(53.72;60.79;59.84;73.03001);29963.52;15900;7950;2,(53.72;60.79;59.84;73.03001);29963.52;15900;7950;2,(53.72;60.79;59.84;73.03001);29963.52;15900;7950;2,(53.72;60.79;59.84;73.03001);29963.52;15900;7950;2
会堂,(37.98;35.185;41.52;39.975);6782.64;3600;1800;2,(37.87;35.065;41.19;40.175);6786.08;3600;1800;2,(37.87;35.065;41.19;40.175);6786.08;3600;1800;2,(37.87;35.065;41.19;40.175);6786.08;3600;1800;2,(37.87;34.985;41.19;40.095);6786.08;3600;1800;2
留学生及外教生活用房,(24.41;51.78;27.41;57.78);7200;9425;1885;5,(24.41;51.34;27.63;57.78);8294.72;9425;1885;5,(24.41;51.34;27.63;57.78);8294.72;9425;1885;5,(24.41;51.34;27.63;57.78);8294.72;9425;1885;5,(24.41;51.34;27.63;57.78);8294.72;9425;1885;5
培训,(38.1;19.585;41.22;23.815);5279.04;6000;1200;5,(38.1;19.585;41.22;23.815);5279.04;6000;1200;5,(38.12;19.585;41.22;23.815);5245.2;6000;1200;5,(38.12;19.585;41.22;23.815);5245.2;6000;1200;5,(38.22;19.585;41.22;23.815);5076;6000;1200;5
学术交流中心,(32.3;19.585;37.5;23.815);8798.4;30000;2000;15,(32.3;19.585;37.5;23.815);8798.4;30000;2000;15,(32.915;19.585;37.525;23.815);7800.12;30000;2000;15,(32.915;19.585;37.525;23.815);7800.12;30000;2000;15,(32.9;19.585;37.62;23.815);7986.24;30000;2000;15
重点实验室,(45.015;78.225;52.965;87.835);30559.8;56835.7;11367.14;5,(45.065;78.225;52.215;87.835);27484.6;54793.62;10958.72;5,(45.065;78.225;52.215;87.835);27484.6;54793.62;10958.72;5,(45.065;78.225;52.215;87.835);27484.6;54793.62;10958.72;5,(45.065;78.225;52.215;87.835);27484.6;54793.62;10958.72;5
重点实验室,(25.82;78.285;31.82;85.715);17832;33164.3;6632.86;5,(25.805;78.28;31.755;85.7);17659.6;35206.38;7041.28;5,(25.805;78.28;31.755;85.7);17659.6;35206.38;7041.28;5,(25.805;78.28;31.755;85.7);17659.6;35206.38;7041.28;5,(25.805;78.28;31.755;85.7);17659.6;35206.38;7041.28;5
对外继续教育,(51.72;19.76;59.84;23.82);13186.88;20000;4000;5,(51.72;19.76;59.84;23.82);13186.88;20000;4000;5,(51.72;19.76;59.84;23.82);13186.88;20000;4000;5,(51.72;19.76;59.84;23.82);13186.88;20000;4000;5,(51.72;19.76;59.84;23.82);13186.88;20000;4000;5
创研中心,(42.36;19.585;50.82;23.815);14314.32;32228.57;4028.57;8,(42.36;19.585;50.82;23.815);14314.32;32228.57;4028.57;8,(42.36;19.585;50.82;23.815);14314.32;31007.94;3875.99;8,(42.36;19.585;50.82;23.815);14314.32;31007.94;3875.99;8,(42.36;19.585;50.82;23.815);14314.32;31045.87;3880.73;8
创研中心,(24.405;19.585;31.695;23.815);12334.68;27771.43;3471.43;8,(24.405;19.585;31.695;23.815);12334.68;27771.43;3471.43;8,(24.405;19.585;32.315;23.815);13383.72;28992.06;3624.01;8,(24.405;19.585;32.315;23.815);13383.72;28992.06;3624.01;8,(24.405;19.585;32.295;23.815);13349.88;28954.13;3619.27;8
科研区,(53.56;78.22;59.84;87.84);24165.44;72154.46;9019.31;8,(52.815;78.22;59.845;87.84);27051.44;77393.55;9674.19;8,(52.815;78.22;59.845;87.84);27051.44;77393.55;9674.19;8,(52.815;78.22;59.845;87.84);27051.44;77393.55;9674.19;8,(52.815;78.22;59.845;87.84);27051.44;77393.55;9674.19;8
科研区,(32.425;78.285;39.035;90.875);33287.96;99392.96;12424.12;8,(32.36;78.28001;39.08;90.82);33707.52;96436.44;12054.56;8,(32.36;78.28001;39.08;90.82);33707.52;96436.44;12054.56;8,(32.36;78.28001;39.08;90.82);33707.52;96436.44;12054.56;8,(32.36;78.28001;39.08;90.82);33707.52;96436.44;12054.56;8
科研区,(39.64;78.28;44.42;87.84);18278.72;54577.58;6822.2;8,(39.68;78.28;44.46;87.84);18278.72;52295;6536.88;8,(39.68;78.28;44.46;87.84);18278.72;52295;6536.88;8,(39.68;78.28;44.46;87.84);18278.72;52295;6536.88;8,(39.68;78.28;44.46;87.84);18278.72;52295;6536.88;8
户外体育区,(24.41;26.755;31.91;39.905);39450;0,(24.41;26.745;31.91;39.355);37830;0,(24.41;26.745;31.91;39.355);37830;0,(24.41;26.745;31.91;39.355);37830;0,(24.41;26.745;31.91;39.355);37830;0
户外体育区,(52.76;34.78;59.84;45.72);30982.08;0,(52.965;34.59;59.835;45.81);30832.56;0,(52.965;34.59;59.835;45.81);30832.56;0,(52.965;34.59;59.835;45.81);30832.56;0,(52.965;34.59;59.835;45.81);30832.56;0
户外体育区,(49.035;59.78;59.845;66.62);29576.16;0,(42.305;59.775;53.115;67.025);31349;0,(42.305;59.775;53.115;67.025);31349;0,(42.305;59.775;53.115;67.025);31349;0,(42.305;59.775;53.115;67.025);31349;0
Rectangle
Rectangle,(32.52;34.585;52.26;49.415),(32.41;34.49;52.47;49.51),(32.41;34.49;52.47;49.51),(32.41;34.49;52.47;49.51),(32.41;34.49;52.47;49.51)
Roads
Axis
