Districts ,0,1,2,3,4
学生宿舍,(54.105;47.18;60.395;57.78);26669.6;53635.88;5293.01;8;2258.35;5,(54.105;47.18;60.395;57.78);26669.6;53635.88;5293.01;8;2258.35;5,(54.105;47.18;60.395;57.78);26669.6;53635.88;5293.01;8;2258.35;5,(54.105;47.18;60.395;57.78);26669.6;53635.88;5293.01;8;2258.35;5,(54.135;47.76;60.425;57.78);25210.32;50703.13;5003.6;8;2134.87;5
单身教师宿舍,(33.995;55.04;36.725;57.78);2992.08;6000;750;8,(32.585;55.04;35.315;57.78);2992.08;6000;750;8,(32.585;55.04;35.315;57.78);2992.08;6000;750;8,(32.585;55.04;35.315;57.78);2992.08;6000;750;8,(32.625;55.04;35.355;57.78);2992.08;6000;750;8
食堂,(50.145;60.91;53.495;67.61);8978;6288.8;3144.4;2,(50.145;60.91;53.495;67.61);8978;6288.8;3144.4;2,(50.145;60.91;53.495;67.61);8978;6288.8;3144.4;2,(50.145;60.91;53.495;67.61);8978;6288.8;3144.4;2,(50.185;60.91;53.535;67.61);8978;6288.8;3144.4;2
食堂,(32.855;43.25;39.825;49.17);16504.96;11561.2;5780.6;2,(32.855;43.25;39.825;49.17);16504.96;11561.2;5780.6;2,(32.855;43.25;39.825;49.17);16504.96;11561.2;5780.6;2,(32.855;43.25;39.825;49.17);16504.96;11561.2;5780.6;2,(32.855;43.25;39.825;49.17);16504.96;11561.2;5780.6;2
办公及服务,(40.425;27.29;42.895;32.23);4880.72;9750;1950;5,(40.425;27.29;42.895;32.23);4880.72;9750;1950;5,(40.425;27.29;42.895;32.23);4880.72;9750;1950;5,(40.425;27.29;42.895;32.23);4880.72;9750;1950;5,(40.425;27.29;42.895;32.23);4880.72;9750;1950;5
后勤,(54.095;62.37;59.425;73.03);22727.12;15900;7950;2,(54.095;62.37;59.425;73.03);22727.12;15900;7950;2,(54.095;62.37;59.425;73.03);22727.12;15900;7950;2,(55.065;62.37;60.395;73.03);22727.12;15900;7950;2,(55.105;62.37;60.435;73.03);22727.12;15900;7950;2
会堂,(43.955;39.7;49.025;42.24);5151.12;3600;1800;2,(43.975;39.7;49.045;42.24);5151.12;3600;1800;2,(44.925;39.7;49.995;42.24);5151.12;3600;1800;2,(44.925;39.7;49.995;42.24);5151.12;3600;1800;2,(44.925;39.7;49.995;42.24);5151.12;3600;1800;2
留学生及外教生活用房,(37.32;54.495;42.1;57.785);6290.48;9425;1885;5,(35.91;54.495;40.69;57.785);6290.48;9425;1885;5,(35.91;54.495;40.69;57.785);6290.48;9425;1885;5,(35.91;54.495;40.69;57.785);6290.48;9425;1885;5,(35.95;54.495;40.73;57.785);6290.48;9425;1885;5
培训,(50.295;19.7;52.725;23.82);4004.64;6000;1200;5,(49.055;19.59;51.485;23.71);4004.64;6000;1200;5,(50.295;19.7;52.725;23.82);4004.64;6000;1200;5,(50.295;19.64;52.725;23.76);4004.64;6000;1200;5,(49.055;19.7;51.485;23.82);4004.64;6000;1200;5
学术交流中心,(37.28;19.585;41.22;23.815);6666.48;30000;2000;15,(37.28;19.585;41.22;23.815);6666.48;30000;2000;15,(32.78;19.585;36.72;23.815);6666.48;30000;2000;15,(37.28;19.585;41.22;23.815);6666.48;30000;2000;15,(34.06;19.585;38;23.815);6666.48;30000;2000;15
重点实验室,(25.815;78.335;31.445;85.70499);16597.24;33205.52;6641.1;5,(25.815;78.28;31.445;85.7);16709.84;33436.41;6687.28;5,(25.815;78.285;31.445;85.655);16597.24;33205.52;6641.1;5,(25.905;78.405;31.535;85.77499);16597.24;33205.52;6641.1;5,(25.81;78.285;31.75;85.675);17558.64;35121.28;7024.26;5
重点实验室,(52.875;78.225;60.385;87.675);28387.8;56794.48;11358.9;5,(52.875;78.265;60.385;87.675);28267.64;56563.59;11312.72;5,(52.875;78.225;60.385;87.675);28387.8;56794.48;11358.9;5,(52.875;78.225;60.385;87.675);28387.8;56794.48;11358.9;5,(53.305;78.22;60.435;87.84);27436.24;54878.72;10975.74;5
对外继续教育,(53.325;20.28;60.395;23.82);10011.12;20000;4000;5,(53.325;19.93;60.395;23.47);10011.12;20000;4000;5,(53.325;20.28;60.395;23.82);10011.12;20000;4000;5,(53.325;20.28;60.395;23.82);10011.12;20000;4000;5,(53.355;20.28;60.425;23.82);10011.12;20000;4000;5
创研中心,(42.365;19.585;49.695;23.815);12402.36;30226.8;3778.35;8,(42.365;19.585;48.455;23.815);10304.28;25113.4;3139.18;8,(42.365;19.585;49.695;23.815);12402.36;30226.8;3778.35;8,(42.365;19.585;49.695;23.815);12402.36;30226.8;3778.35;8,(42.365;19.585;48.455;23.815);10304.28;25113.4;3139.18;8
创研中心,(29.46;19.585;36.68;23.815);12216.24;29773.2;3721.65;8,(24.96;19.585;33.42;23.815);14314.32;34886.6;4360.82;8,(24.96;19.585;32.18;23.815);12216.24;29773.2;3721.65;8,(24.96;19.585;32.18;23.815);12216.24;29773.2;3721.65;8,(25;19.585;33.46;23.815);14314.32;34886.6;4360.82;8
科研区,(42.355;78.28;52.145;87.84);37436.96;119848.99;14981.12;8,(42.355;78.28;52.145;87.84);37436.96;119848.99;14981.12;8,(42.485;78.28;52.275;87.84);37436.96;119848.99;14981.12;8,(42.485;78.28;52.275;87.84);37436.96;119848.99;14981.12;8,(44.885;78.28;52.695;87.84);29865.44;95564.73;11945.59;8
科研区,(32.04;78.28;36.58;87.36);16489.28;52788.03;6598.5;8,(32.04;78.28;36.58;87.36);16489.28;52788.03;6598.5;8,(32.13;78.28;36.67;87.36);16489.28;52788.03;6598.5;8,(32.13;78.28;36.67;87.36);16489.28;52788.03;6598.5;8,(33.02;78.28;37.8;87.84);18278.72;58489.04;7311.13;8
科研区,(37.185;78.28;41.755;87.42);16707.92;53487.98;6686;8,(37.185;78.28;41.755;87.42);16707.92;53487.98;6686;8,(37.275;78.28;41.845;87.42);16707.92;53487.98;6686;8,(37.275;78.28;41.845;87.42);16707.92;53487.98;6686;8,(38.395;78.28;44.285;87.84);22523.36;72071.22;9008.9;8
户外体育区,(24.96;26.745;36.74;40.495);64790;0,(24.96;26.745;36.74;40.495);64790;0,(24.96;26.745;36.74;40.495);64790;0,(24.96;26.745;36.74;40.495);64790;0,(25.01;26.745;36.79;40.495);64790;0
户外体育区,(43.145;53.22;52.275;57.78);16653.12;0,(43.145;53.22;52.275;57.78);16653.12;0,(43.145;53.22;52.275;57.78);16653.12;0,(43.145;53.22;52.275;57.78);16653.12;0,(43.575;53.22;52.705;57.78);16653.12;0
户外体育区,(42.315;68.21;51.945;73.03001);18566.64;0,(42.315;68.21;51.945;73.03001);18566.64;0,(42.315;68.21;51.945;73.03001);18566.64;0,(42.315;68.21;51.945;73.03001);18566.64;0,(42.315;68.21;51.945;73.03001);18566.64;0
Rectangle
Rectangle,(37.5;26.75;50.5;42.75),(37.5;26.75;50.5;42.75),(37.5;26.75;50.5;42.75),(37.5;26.75;50.5;42.75),(37.5;26.75;50.5;42.75)
Roads
Axis
