Districts ,0,1,2,3,4
会堂,(42.835;28.995;45.745;34.825);6786.12;3600;1800;2,(47.555;28.995;50.465;34.825);6786.12;3600;1800;2,(42.835;29.165;45.745;34.995);6786.12;3600;1800;2,(42.835;29.165;45.745;34.995);6786.12;3600;1800;2,(42.835;28.995;45.745;34.825);6786.12;3600;1800;2
留学生及外教生活用房,(51.01;59.78;57.45;63);8294.72;9425;1885;5,(53.4;59.78;59.84;63);8294.72;9425;1885;5,(53.4;59.78;59.84;63);8294.72;9425;1885;5,(51.01;59.78;57.45;63);8294.72;9425;1885;5,(53.4;59.78;59.84;63);8294.72;9425;1885;5
培训,(42.36;19.585;45.48;23.815);5279.04;6000;1200;5,(42.36;19.585;45.48;23.815);5279.04;6000;1200;5,(42.36;19.585;45.48;23.815);5279.04;6000;1200;5,(42.36;19.585;45.48;23.815);5279.04;6000;1200;5,(42.36;19.585;45.48;23.815);5279.04;6000;1200;5
学术交流中心,(54.64;19.585;59.84;23.815);8798.4;30000;2000;15,(54.64;19.585;59.84;23.815);8798.4;30000;2000;15,(54.64;19.585;59.84;23.815);8798.4;30000;2000;15,(54.64;19.585;59.84;23.815);8798.4;30000;2000;15,(54.64;19.585;59.84;23.815);8798.4;30000;2000;15
重点实验室,(47.13;78.225;51.85;87.675);17841.6;30629.47;6125.89;5,(47.13;78.225;51.85;87.675);17841.6;30629.47;6125.89;5,(47.13;78.395;51.85;87.845);17841.6;30629.47;6125.89;5,(47.13;78.225;51.85;87.675);17841.6;30629.47;6125.89;5,(47.13;78.395;51.85;87.845);17841.6;30629.47;6125.89;5
重点实验室,(32.225;78.28;39.175;90.72);34583.2;59370.53;11874.11;5,(32.225;78.28;39.175;90.72);34583.2;59370.53;11874.11;5,(32.225;78.28;39.175;90.72);34583.2;59370.53;11874.11;5,(32.225;78.28;39.175;90.72);34583.2;59370.53;11874.11;5,(32.225;78.28;39.175;90.72);34583.2;59370.53;11874.11;5
对外继续教育,(33.475;19.585;41.225;23.815);13113;20000;4000;5,(33.475;19.585;41.225;23.815);13113;20000;4000;5,(33.475;19.585;41.225;23.815);13113;20000;4000;5,(33.475;19.585;41.225;23.815);13113;20000;4000;5,(33.475;19.585;41.225;23.815);13113;20000;4000;5
创研中心,(46.08;19.585;54.04;23.815);13468.32;29086.48;3635.81;8,(46.08;19.585;54.04;23.815);13468.32;29086.48;3635.81;8,(46.08;19.585;54.04;23.815);13468.32;29086.48;3635.81;8,(46.08;19.585;54.04;23.815);13468.32;29086.48;3635.81;8,(46.08;19.585;54.04;23.815);13468.32;29086.48;3635.81;8
创研中心,(24.41;19.585;32.87;23.815);14314.32;30913.52;3864.19;8,(24.41;19.585;32.87;23.815);14314.32;30913.52;3864.19;8,(24.41;19.585;32.87;23.815);14314.32;30913.52;3864.19;8,(24.41;19.585;32.87;23.815);14314.32;30913.52;3864.19;8,(24.41;19.585;32.87;23.815);14314.32;30913.52;3864.19;8
科研区,(25.815;78.28;31.625;85.7);17244.08;54512.24;6814.03;8,(25.815;78.28;31.625;85.7);17244.08;54512.24;6814.03;8,(25.815;78.28;31.625;85.7);17244.08;54512.24;6814.03;8,(25.815;78.28;31.625;85.7);17244.08;54512.24;6814.03;8,(25.815;78.28;31.625;85.7);17244.08;54512.24;6814.03;8
科研区,(52.455;78.22;59.845;87.84);28436.72;89894.58;11236.82;8,(52.455;78.22;59.845;87.84);28436.72;89894.58;11236.82;8,(52.455;78.22;59.845;87.84);28436.72;89894.58;11236.82;8,(52.455;78.22;59.845;87.84);28436.72;89894.58;11236.82;8,(52.455;78.22;59.845;87.84);28436.72;89894.58;11236.82;8
科研区,(39.77;78.28;46.53;87.84);25850.24;81718.17;10214.77;8,(39.77;78.28;46.53;87.84);25850.24;81718.17;10214.77;8,(39.77;78.28;46.53;87.84);25850.24;81718.17;10214.77;8,(39.77;78.28;46.53;87.84);25850.24;81718.17;10214.77;8,(39.77;78.28;46.53;87.84);25850.24;81718.17;10214.77;8
户外体育区,(24.41;26.75;31.91;41.75);45000;0,(24.41;26.75;31.91;41.75);45000;0,(24.41;26.75;31.91;41.75);45000;0,(24.41;26.75;31.91;41.75);45000;0,(24.41;26.75;31.91;41.75);45000;0
户外体育区,(42.31;67.19;51.29;73.03);20977.28;0,(42.31;67.19;51.29;73.03);20977.28;0,(42.31;67.19;51.29;73.03);20977.28;0,(42.31;67.19;51.29;73.03);20977.28;0,(42.31;67.19;51.29;73.03);20977.28;0
户外体育区,(51.06;26.755;59.84;36.445);34031.28;0,(51.06;26.755;59.84;36.445);34031.28;0,(51.06;26.755;59.84;36.445);34031.28;0,(51.06;26.755;59.84;36.445);34031.28;0,(51.06;26.755;59.84;36.445);34031.28;0
Rectangle
Rectangle,(36.935;26.75;51.065;45.25),(36.935;26.75;51.065;45.25),(36.935;26.75;51.065;45.25),(36.935;26.75;51.065;45.25),(36.935;26.75;51.065;45.25)
Roads
Axis
