Districts ,0,1,2,3,4
食堂,(55.285;60.33;59.835;69.43);16562;11597.95;5798.97;2,(55.285;60.33;59.835;69.43);16562;11597.95;5798.97;2,(55.285;60.33;59.835;69.43);16562;11597.95;5798.97;2,(55.285;60.33;59.835;69.43);16562;11597.95;5798.97;2,(55.285;60.33;59.835;69.43);16562;11597.95;5798.97;2
食堂,(24.41;37.5;29.37;42);8928;6252.05;3126.03;2,(24.41;37.5;29.37;42);8928;6252.05;3126.03;2,(24.41;37.5;29.37;42);8928;6252.05;3126.03;2,(24.41;37.5;29.37;42);8928;6252.05;3126.03;2,(24.41;37.5;29.37;42);8928;6252.05;3126.03;2
办公及服务,(47.84;46.19;51.9;49.19);4872;9750;1950;5,(47.84;47.26;51.9;50.26);4872;9750;1950;5,(47.94;47.26;52;50.26);4872;9750;1950;5,(47.94;46.19;52;49.19);4872;9750;1950;5,(47.25;47.26;51.31;50.26);4872;9750;1950;5
后勤,(42.31;67.705;52.97;73.035);22727.12;15900;7950;2,(42.31;67.705;52.97;73.035);22727.12;15900;7950;2,(42.31;67.705;52.97;73.035);22727.12;15900;7950;2,(42.31;67.705;52.97;73.035);22727.12;15900;7950;2,(42.31;67.705;52.97;73.035);22727.12;15900;7950;2
会堂,(43.65;45.975;46.65;50.265);5148;3600;1800;2,(43.65;45.975;46.65;50.265);5148;3600;1800;2,(43.65;45.915;46.65;50.205);5148;3600;1800;2,(43.65;45.975;46.65;50.265);5148;3600;1800;2,(43.65;45.975;46.65;50.265);5148;3600;1800;2
留学生及外教生活用房,(53.74;70.03;58.98;73.03);6288;9425;1885;5,(54.6;70.03;59.84;73.03);6288;9425;1885;5,(54.6;70.03;59.84;73.03);6288;9425;1885;5,(54.6;70.03;59.84;73.03);6288;9425;1885;5,(53.56;70.03;58.8;73.03);6288;9425;1885;5
培训,(37.885;20.82;41.215;23.82);3996;6000;1200;5,(38.02;20.485;41.22;23.815);4262.4;6000;1200;5,(38.22;20.485;41.22;23.815);3996;6000;1200;5,(28.95;20.485;31.95;23.815);3996;6000;1200;5,(29.16;19.655;32.16;22.985);3996;6000;1200;5
学术交流中心,(24.41;19.585;28.35;23.815);6666.48;30000;2000;15,(24.41;19.585;28.35;23.815);6666.48;30000;2000;15,(24.41;19.585;28.35;23.815);6666.48;30000;2000;15,(24.41;19.585;28.35;23.815);6666.48;30000;2000;15,(24.62;19.585;28.56;23.815);6666.48;30000;2000;15
重点实验室,(47.215;78.275;51.665;87.18501);15859.8;31727.24;6345.45;5,(47.205;78.28;51.715;87.3);16272.08;32545.26;6509.05;5,(47.205;78.82;51.715;87.84);16272.08;32545.26;6509.05;5,(39.505;78.82;44.015;87.84);16272.08;32545.26;6509.05;5,(39.415;78.275;43.925;87.18501);16073.64;32139.71;6427.94;5
重点实验室,(52.265;78.22;59.835;87.84);29129.36;58272.76;11654.55;5,(52.32;78.225;59.84;87.775);28726.4;57454.74;11490.95;5,(52.32;78.295;59.84;87.845);28726.4;57454.74;11490.95;5,(52.32;78.295;59.84;87.845);28726.4;57454.74;11490.95;5,(52.32;78.22;59.84;87.84);28936.96;57860.29;11572.06;5
对外继续教育,(42.365;19.585;48.275;23.815);9999.72;20000;4000;5,(42.365;19.585;48.275;23.815);9999.72;20000;4000;5,(42.365;19.585;48.275;23.815);9999.72;20000;4000;5,(42.365;19.585;48.275;23.815);9999.72;20000;4000;5,(42.365;19.585;48.275;23.815);9999.72;20000;4000;5
创研中心,(28.95;19.585;37.29;23.815);14111.28;34368.13;4296.02;8,(28.96;19.585;37.42;23.815);14314.32;34886.6;4360.82;8,(29.16;19.585;37.62;23.815);14314.32;34886.6;4360.82;8,(32.76;19.585;41.22;23.815);14314.32;34886.6;4360.82;8,(32.76;19.585;41.22;23.815);14314.32;34886.6;4360.82;8
创研中心,(48.87;19.585;55.09;23.815);10524.24;25631.87;3203.98;8,(53.745;19.585;59.835;23.815);10304.28;25113.4;3139.18;8,(48.875;19.585;54.965;23.815);10304.28;25113.4;3139.18;8,(53.745;19.585;59.835;23.815);10304.28;25113.4;3139.18;8,(53.745;19.585;59.835;23.815);10304.28;25113.4;3139.18;8
科研区,(25.81;78.36;31.43;85.7);16500.32;52787.68;6598.46;8,(26.375;78.28;32.145;85.7);17125.36;54791.34;6848.92;8,(25.81;78.36;31.43;85.7);16500.32;52791.63;6598.95;8,(26.48;78.275;32.1;86.225);17871.6;57176.51;7147.06;8,(25.81;78.28;31.43;85.62);16500.32;52796.89;6599.61;8
科研区,(37.845;78.28;46.615;87.84);33536.48;107289.63;13411.2;8,(40.41;78.28;46.61;87.84);23708.8;75854.57;9481.82;8,(39.51;78.28;46.61;87.84);27150.4;86865.82;10858.23;8,(44.62;78.23;51.72;85.97);21981.6;70325.62;8790.7;8,(44.52;78.225;51.62;87.835);27292.4;87328.83;10916.1;8
科研区,(32.03;78.28;37.11;88.44);20645.12;66047.69;8255.96;8,(32.74;78.62;39.02;90.5);29842.56;95479.09;11934.89;8,(32.025;78.28;38.235;89.16);27025.92;86467.56;10808.44;8,(32.695;78.285;38.905;90.695);30826.44;98622.87;12327.86;8,(32.025;78.28;38.235;89.10001);26876.88;85999.28;10749.91;8
户外体育区,(24.41;42.605;31.91;54.695);36270;0,(24.41;42.685;31.91;54.775);36270;0,(24.41;42.685;31.91;54.775);36270;0,(24.41;42.685;31.91;54.775);36270;0,(24.41;42.605;31.91;54.855);36750;0
户外体育区,(43.65;26.755;50.87;36.265);27464.88;0,(43.65;26.755;50.87;36.265);27464.88;0,(43.65;26.755;50.87;36.265);27464.88;0,(43.65;26.755;50.87;36.265);27464.88;0,(43.655;26.755;50.745;36.265);26970.36;0
户外体育区,(42.31;59.78;54.69;67.1);36248.64;0,(42.31;59.78;54.69;67.1);36248.64;0,(42.31;59.78;54.69;67.1);36248.64;0,(42.31;59.78;54.69;67.1);36248.64;0,(42.31;59.78;54.69;67.1);36248.64;0
Rectangle
Rectangle,(33.47;36.76;54.53;50.76),(33.47;36.76;54.53;50.76),(33.47;36.76;54.53;50.76),(33.47;36.76;54.53;50.76),(33.47;36.76;54.53;50.76)
Roads
0.5,(52;45;60;45),(52;45;60;45),(52;45;60;45),(52;45;60;45),(52;45;60;45)
0.5,(24.41;37;32;37),(24.41;37;32;37),(24.41;37;32;37),(24.41;37;32;37),(24.41;37;32;37)
Axis
