Districts ,0,1,2,3,4
学生宿舍,(42.31;59.785;53.35;65.395);24773.76;44406.94;4382.26;8;1869.77;5,(42.31;59.78;53.09;65.52);24750.88;49758.49;4910.38;8;2095.09;5,(42.31;59.78;53.39;65.32);24553.28;43935.26;4335.72;8;1849.91;5,(42.31;59.78;53.39;65.32);24553.28;43935.26;4335.72;8;1849.91;5,(42.315;59.785;52.805;65.035);22029;44203.1;4362.15;8;1861.18;5
单身教师宿舍,(32.51;37.28;34.71;41.68);3872;6000;750;8,(24.41;41.13;28.41;43.13);3200;6000;750;8,(24.405;41.465;28.435;43.475);3240.12;6000;750;8,(24.405;41.465;28.435;43.475);3240.12;6000;750;8,(24.41;39.9;28.41;41.9);3200;6000;750;8
食堂,(44.985;54.155;51.135;57.785);8929.8;4755.02;2377.51;2,(44.84;54.145;51;57.775);8944.32;5655.07;2827.54;2,(45;54;50.92;57.78);8951.04;4749.08;2374.54;2,(45;54;50.92;57.78);8951.04;4749.08;2374.54;2,(44.82;53.205;50.14;57.775);9724.96;6420.79;3210.4;2
食堂,(44.99;42.95;50.79;53.55);24592;13094.98;6547.49;2,(44.845;45.745;51.035;53.535);19288.04;12194.93;6097.46;2,(45.015;42.985;50.945;53.395);24692.52;13100.92;6550.46;2,(45.015;42.985;50.945;53.395);24692.52;13100.92;6550.46;2,(44.82;45.25;50.7;52.61);17310.72;11429.21;5714.6;2
办公及服务,(36.715;38.315;42.085;41.305);6422.52;9750;1950;5,(36.72;38.815;42.1;41.805);6434.48;9750;1950;5,(36.715;38.655;42.085;41.645);6422.52;9750;1950;5,(36.715;38.655;42.085;41.645);6422.52;9750;1950;5,(36.72;36.105;41.76;39.295);6431.04;9750;1950;5
后勤,(53.945;63.395;59.835;73.025);22688.28;15900;7950;2,(53.695;63.75;59.845;73.03);22828.8;15900;7950;2,(53.995;63.305;59.845;73.035);22768.2;15900;7950;2,(53.995;63.305;59.845;73.035);22768.2;15900;7950;2,(53.4;63.595;59.84;73.02499);24291.68;15900;7950;2
会堂,(46.895;36.065;49.805;41.895);6786.12;3600;1800;2,(46.89;37.31;51.03;41.41);6789.6;3600;1800;2,(46.89;36.57;50.95;40.75);6788.32;3600;1800;2,(46.89;35.63;50.95;39.81);6788.32;3600;1800;2,(46.795;36.065;49.705;41.895);6786.12;3600;1800;2
留学生及外教生活用房,(53.945;59.78;59.835;62.8);7115.12;9425;1885;5,(53.695;59.785;59.845;63.155);8290.2;9425;1885;5,(53.995;59.78;59.845;62.7);6832.8;9425;1885;5,(53.995;59.78;59.845;62.7);6832.8;9425;1885;5,(53.4;59.78;59.84;63);8294.72;9425;1885;5
培训,(38.1;19.585;41.22;23.815);5279.04;6000;1200;5,(38.1;19.585;41.22;23.815);5279.04;6000;1200;5,(38.1;19.585;41.22;23.815);5279.04;6000;1200;5,(38.1;19.585;41.22;23.815);5279.04;6000;1200;5,(38.86;19.585;41.22;23.815);3993.12;6000;1200;5
学术交流中心,(24.41;19.585;29.61;23.815);8798.4;30000;2000;15,(24.41;19.585;29.61;23.815);8798.4;30000;2000;15,(24.41;19.585;29.61;23.815);8798.4;30000;2000;15,(24.41;19.585;29.61;23.815);8798.4;30000;2000;15,(24.405;19.585;29.195;23.815);8104.68;30000;2000;15
重点实验室,(39.58;78.28;44.36;87.84);18278.72;32229.52;6445.9;5,(39.47;78.28;44.25;87.84);18278.72;32585.13;6517.03;5,(39.58;78.28;44.36;87.84);18278.72;32229.52;6445.9;5,(39.57;78.28;44.35;87.84);18278.72;32261.53;6452.31;5,(39.44;78.28;44.22;87.84);18278.72;32683.48;6536.7;5
重点实验室,(32.505;78.28;38.975;90.94);32764.08;57770.48;11554.1;5,(32.51;78.28;38.87;90.94);32207.04;57414.87;11482.97;5,(32.505;78.28;38.975;90.94);32764.08;57770.48;11554.1;5,(32.51;78.28;38.97;90.94);32713.44;57738.47;11547.69;5,(32.515;78.28;38.845;90.94);32055.12;57316.52;11463.3;5
对外继续教育,(42.36;19.76;50.48;23.82);13186.88;20000;4000;5,(42.36;19.76;50.48;23.82);13186.88;20000;4000;5,(42.36;19.76;50.48;23.82);13186.88;20000;4000;5,(42.36;19.67;50.48;23.73);13186.88;20000;4000;5,(42.36;19.67;50.48;23.73);13186.88;20000;4000;5
创研中心,(30.215;19.585;37.505;23.815);12334.68;27771.43;3471.43;8,(30.215;19.585;37.505;23.815);12334.68;27771.43;3471.43;8,(30.215;19.585;37.505;23.815);12334.68;27771.43;3471.43;8,(30.215;19.585;37.505;23.815);12334.68;27771.43;3471.43;8,(29.8;19.585;38.26;23.815);14314.32;30000;3750;8
创研中心,(51.38;19.585;59.84;23.815);14314.32;32228.57;4028.57;8,(51.38;19.585;59.84;23.815);14314.32;32228.57;4028.57;8,(51.38;19.585;59.84;23.815);14314.32;32228.57;4028.57;8,(51.38;19.585;59.84;23.815);14314.32;32228.57;4028.57;8,(51.38;19.585;59.84;23.815);14314.32;30000;3750;8
科研区,(51.38;78.22;59.84;87.84);32554.08;100796.86;12599.61;8,(50.565;78.22;59.835;87.84);35670.96;109806.99;13725.87;8,(50.6;78.22;59.84;87.84);35555.52;110027.57;13753.45;8,(50.6;78.22;59.84;87.84);35555.52;110027.57;13753.45;8,(50.74;78.22;59.84;87.84);35016.8;107625.3;13453.16;8
科研区,(25.81;78.28;31.91;85.7);18104.8;56057.7;7007.21;8,(25.81;78.28;31.91;85.7);18104.8;55732.55;6966.57;8,(25.81;78.28;31.91;85.7);18104.8;56025.82;7003.23;8,(25.81;78.28;31.91;85.7);18104.8;56025.82;7003.23;8,(25.81;78.28;31.91;85.7);18104.8;55645.71;6955.71;8
科研区,(44.96;78.225;50.78;87.835);22372.08;69270.44;8658.8;8,(44.85;78.225;49.97;87.835);19681.28;60585.47;7573.18;8,(44.955;78.225;50.005;87.835);19412.2;60071.61;7508.95;8,(44.955;78.225;50.005;87.835);19412.2;60071.61;7508.95;8,(44.82;78.225;50.14;87.835);20450.08;62854;7856.75;8
户外体育区,(24.41;26.745;31.91;41.675);44790;0,(24.41;26.75;31.91;40.53);41340;0,(24.41;26.755;31.91;40.865);42330;0,(24.41;26.755;31.91;40.865);42330;0,(24.41;26.8;31.91;39.3);37500;0
户外体育区,(35.315;42.955;42.105;49.085);16649.08;0,(32.515;44.66;42.105;49.46);18412.8;0,(32.135;42.985;42.105;49.415);25642.84;0,(32.135;42.985;42.105;49.415);25642.84;0,(30.965;39.9;36.715;48.88);20654;0
户外体育区,(51.385;36.07;59.835;47.47);38532;0,(51.635;38.135;59.845;50.405);40294.68;0,(51.555;37.37;59.845;47.03);32032.56;0,(51.555;37.37;59.845;47.03);32032.56;0,(51.3;38.11;59.84;50.37);41880.16;0
Rectangle
Rectangle,(36.72;26.75;51.28;42.95),(36.72;26.755;51.28;44.665),(36.72;26.75;51.28;42.99),(36.72;26.75;51.28;42.99),(36.72;26.75;51.28;45.25)
Roads
Axis
