Districts ,0,1,2,3,4
学生宿舍,(46.29;49.255;53.01;57.785);22928.64;46116.89;4551.01;8;1941.76;5,(46.415;49.485;53.125;57.775);22250.36;44725.29;4413.68;8;1883.17;5,(45.945;49.96;53.355;57.78);23178.48;46606.2;4599.3;8;1962.37;5,(45.92;49.415;53.06;57.785);23904.72;48068.28;4743.58;8;2023.93;5,(45.53;49.82;53.07;57.78);24007.36;48264.62;4762.96;8;2032.19;5
单身教师宿舍,(32.51;43.535;35.07;47.145);3696.64;6000;750;8,(32.515;43.535;34.745;47.465);3505.56;6000;750;8,(32.51;45.405;34.55;49.495);3337.44;6000;750;8,(32.51;43.54;34.57;47.66);3394.88;6000;750;8,(32.505;45.225;34.615;49.435);3553.24;6000;750;8
食堂,(42.31;61.91;47.87;73.03);24730.88;13111.48;6555.74;2,(42.31;61.91;47.87;73.03);24730.88;13116.67;6558.33;2,(42.31;61.91;47.87;73.03);24730.88;13116.67;6558.33;2,(42.31;61.91;47.87;73.03);24730.88;13116.67;6558.33;2,(42.31;61.91;47.87;73.03);24730.88;13116.67;6558.33;2
食堂,(46.345;45.305;53.015;48.655);8937.8;4738.52;2369.26;2,(46.44;45.55;53.12;48.89);8924.48;4733.33;2366.67;2,(46.68;46.02;53.36;49.36);8924.48;4733.33;2366.67;2,(46.38;45.47;53.06;48.81);8924.48;4733.33;2366.67;2,(46.39;45.88;53.07;49.22);8924.48;4733.33;2366.67;2
办公及服务,(42.855;41.87;48.525;44.71);6441.12;9750;1950;5,(45.46;33.865;49.44;37.915);6447.6;9750;1950;5,(46.295;32.05;50.265;36.11);6447.28;9750;1950;5,(44.275;35.06;49.945;37.9);6441.12;9750;1950;5,(42.88;34.055;46.86;38.105);6447.6;9750;1950;5
后勤,(50.855;59.78;59.845;68.12);29990.64;15900;7950;2,(50.8;59.775;59.84;68.06499);29976.64;15900;7950;2,(50.87;60.215;59.51;68.885);29963.52;15900;7950;2,(50.555;63.77;58.685;72.99);29983.44;15900;7950;2,(50.81;63.815;58.95;73.025);29987.76;15900;7950;2
会堂,(42.855;26.745;45.745;32.535);6693.24;3600;1800;2,(42.935;27.165;45.845;32.995);6786.12;3600;1800;2,(46.13;27.35;50.27;31.45);6789.6;3600;1800;2,(42.855;26.745;45.765;32.575);6786.12;3600;1800;2,(42.875;27.41;45.785;33.23);6774.48;3600;1800;2
留学生及外教生活用房,(53.61;68.725;58.49;72.975);8296;9425;1885;5,(53.72;68.67;58.48;73.03);8301.44;9425;1885;5,(53.98;69.49001;59.84;73.03);8297.76;9425;1885;5,(53.725;59.785;59.835;63.175);8285.16;9425;1885;5,(53.665;59.78;59.695;63.22);8297.28;9425;1885;5
培训,(56.72;19.585;59.84;23.815);5279.04;6000;1200;5,(56.72;19.585;59.84;23.815);5279.04;6000;1200;5,(48.16;19.585;51.28;23.815);5279.04;6000;1200;5,(56.72;19.585;59.84;23.815);5279.04;6000;1200;5,(56.72;19.585;59.84;23.815);5279.04;6000;1200;5
学术交流中心,(42.36;19.585;47.56;23.815);8798.4;30000;2000;15,(42.36;19.585;47.56;23.815);8798.4;30000;2000;15,(42.36;19.585;47.56;23.815);8798.4;30000;2000;15,(42.36;19.585;47.06;23.815);7952.4;30000;2000;15,(42.36;19.585;47.06;23.815);7952.4;30000;2000;15
重点实验室,(52.775;78.22;59.845;87.84);27205.36;54038.26;10807.65;5,(52.78;78.22;59.84;87.84);27166.88;54007.7;10801.54;5,(52.78;78.22;59.84;87.84);27166.88;54007.7;10801.54;5,(52.635;78.22;59.845;87.84);27744.08;54460.81;10892.16;5,(52.815;78.22;59.845;87.84);27051.44;53915.68;10783.14;5
重点实验室,(25.81;78.28;31.91;85.7);18104.8;35961.74;7192.35;5,(25.81;78.28;31.91;85.7);18104.8;35992.3;7198.46;5,(25.81;78.28;31.91;85.7);18104.8;35992.3;7198.46;5,(25.81;78.28;31.91;85.7);18104.8;35539.19;7107.84;5,(25.81;78.28;31.91;85.7);18104.8;36084.32;7216.86;5
对外继续教育,(33.475;19.585;41.225;23.815);13113;20000;4000;5,(33.475;19.585;41.225;23.815);13113;20000;4000;5,(24.405;19.585;32.155;23.815);13113;20000;4000;5,(33.46;19.585;41.22;23.815);13129.92;20000;4000;5,(33.42;19.585;41.22;23.815);13197.6;20000;4000;5
创研中心,(24.41;19.585;32.87;23.815);14314.32;30913.52;3864.19;8,(24.41;19.585;32.87;23.815);14314.32;30913.52;3864.19;8,(32.76;19.585;41.22;23.815);14314.32;30913.52;3864.19;8,(24.415;19.585;32.865;23.815);14297.4;29982.26;3747.78;8,(24.405;19.585;32.815;23.815);14229.72;29911.08;3738.89;8
创研中心,(48.16;19.585;56.12;23.815);13468.32;29086.48;3635.81;8,(48.16;19.585;56.12;23.815);13468.32;29086.48;3635.81;8,(51.88;19.585;59.84;23.815);13468.32;29086.48;3635.81;8,(47.66;19.585;56.12;23.815);14314.32;30017.74;3752.22;8,(47.66;19.585;56.12;23.815);14314.32;30088.92;3761.11;8
科研区,(47.165;78.22;52.175;87.84);19278.48;60376.65;7547.08;8,(47.16;78.22;52.18;87.84);19316.96;60464.94;7558.12;8,(47.16;78.22;52.18;87.84);19316.96;60464.94;7558.12;8,(47.165;78.22;52.035;87.84);18739.76;59130.67;7391.33;8,(47.165;78.22;52.215;87.84);19432.4;60729.24;7591.15;8
科研区,(41.78;78.28;46.56;87.84);18278.72;57245.59;7155.7;8,(41.78;78.28;46.56;87.84);18278.72;57215.1;7151.89;8,(41.78;78.28;46.56;87.84);18278.72;57215.1;7151.89;8,(41.78;78.28;46.56;87.84);18278.72;57675.92;7209.49;8,(41.78;78.28;46.56;87.84);18278.72;57123.81;7140.48;8
科研区,(32.515;78.27499;41.185;88.265);34645.32;108502.76;13562.84;8,(32.515;78.27499;41.185;88.265);34645.32;108444.96;13555.62;8,(32.515;78.27499;41.185;88.265);34645.32;108444.96;13555.62;8,(32.515;78.27499;41.185;88.265);34645.32;109318.41;13664.8;8,(32.515;78.27499;41.185;88.265);34645.32;108271.95;13533.99;8
户外体育区,(24.41;26.765;31.91;41.735);44910;0,(24.41;26.75;31.91;40.35);40800;0,(24.41;26.75;31.91;38.85);36300;0,(24.41;26.75;31.91;39.11);37080;0,(24.41;26.75;31.91;38.79);36120;0
户外体育区,(50.845;34.99;59.835;44.71);34953.12;0,(50.035;34.67;59.845;44.95);40338.72;0,(50.865;36.365;59.835;45.415);32471.4;0,(50.555;36.065;59.845;44.875);32737.96;0,(50.805;36.36;59.835;45.28);32219.04;0
户外体育区,(30.05;47.74;35.07;57.78);20160.32;0,(29.89;48.065;34.75;57.775);18876.24;0,(24.41;50.095;34.55;57.785);31190.64;0,(24.41;50.355;34.57;57.785);30195.52;0,(24.405;50.035;34.615;57.785);31651;0
Rectangle
Rectangle,(36.87;26.75;50.85;45.31),(36.87;26.75;50.03;45.55),(36.875;26.745;50.865;46.015),(36.87;26.75;50.55;45.47),(36.895;26.755;50.805;45.885)
Roads
Axis
