Districts ,0,1,2,3,4
学生宿舍,(46.2;50.685;59.84;57.775);38683.04;77796.83;7677.32;8;3275.66;5,(46.2;50.685;59.84;57.775);38683.04;77796.83;7677.32;8;3275.66;5,(46.2;50.685;59.84;57.775);38683.04;77796.83;7677.32;8;3275.66;5,(46.2;50.685;59.84;57.775);38683.04;77796.83;7677.32;8;3275.66;5,(46.2;50.685;59.84;57.775);38683.04;77796.83;7677.32;8;3275.66;5
单身教师宿舍,(46.2;70.03;49.5;73.03);3960;6000;750;8,(46.26;70.03;49.56;73.03);3960;6000;750;8,(46.2;70.03;49.5;73.03);3960;6000;750;8,(46.2;70.03;49.5;73.03);3960;6000;750;8,(46.2;70.03;49.5;73.03);3960;6000;750;8
食堂,(24.415;26.75;29.825;30.87);8915.68;5754.41;2877.2;2,(24.415;26.75;29.825;30.87);8915.68;5754.41;2877.2;2,(24.415;26.75;29.825;30.87);8915.68;5754.41;2877.2;2,(24.415;26.75;29.825;30.87);8915.68;5754.41;2877.2;2,(24.415;26.75;29.825;30.87);8915.68;5754.41;2877.2;2
食堂,(50.16;68.19;59.84;73.03);18740.48;12095.59;6047.8;2,(50.16;68.19;59.84;73.03);18740.48;12095.59;6047.8;2,(50.16;68.19;59.84;73.03);18740.48;12095.59;6047.8;2,(50.16;68.19;59.84;73.03);18740.48;12095.59;6047.8;2,(50.16;68.19;59.84;73.03);18740.48;12095.59;6047.8;2
办公及服务,(32.91;38.14;35.91;43.5);6432;9750;1950;5,(33.1;39.88;36.1;45.24);6432;9750;1950;5,(32.91;37.1;35.91;42.46);6432;9750;1950;5,(32.91;38.14;35.91;43.5);6432;9750;1950;5,(32.91;36.33;35.91;41.69);6432;9750;1950;5
后勤,(42.305;59.775;48.435;69.425);23661.8;15900;7950;2,(42.305;59.775;48.435;69.425);23661.8;15900;7950;2,(42.305;59.775;48.435;69.425);23661.8;15900;7950;2,(42.305;59.775;48.435;69.425);23661.8;15900;7950;2,(42.305;59.775;48.435;69.425);23661.8;15900;7950;2
会堂,(32.91;44.75;38.57;47.75);6792;3600;1800;2,(32.91;46.32;38.57;49.32);6792;3600;1800;2,(32.91;43.06;38.57;46.06);6792;3600;1800;2,(32.91;44.75;38.57;47.75);6792;3600;1800;2,(32.91;42.29;38.57;45.29);6792;3600;1800;2
留学生宿舍,(24.41;54.56;30.85;57.78);8294.72;9425;1885;5,(24.41;54.56;30.85;57.78);8294.72;9425;1885;5,(24.41;54.56;30.85;57.78);8294.72;9425;1885;5,(24.41;54.56;30.85;57.78);8294.72;9425;1885;5,(24.41;54.56;30.85;57.78);8294.72;9425;1885;5
培训,(51.42;19.585;54.42;23.815);5076;6000;1200;5,(51.42;19.585;54.54;23.815);5279.04;6000;1200;5,(51.42;19.585;54.42;23.815);5076;6000;1200;5,(51.42;19.585;54.42;23.815);5076;6000;1200;5,(51.42;19.585;54.42;23.815);5076;6000;1200;5
学术交流中心,(55.02;19.585;59.84;23.815);8155.44;30000;2000;15,(55.14;19.585;59.84;23.815);7952.4;30000;2000;15,(55.02;19.585;59.84;23.815);8155.44;30000;2000;15,(55.02;19.585;59.84;23.815);8155.44;30000;2000;15,(55.02;19.585;59.84;23.815);8155.44;30000;2000;15
重点实验室,(52.025;78.22;59.835;87.84);30052.88;59021.24;11804.25;5,(52.025;78.22;59.835;87.84);30052.88;59021.24;11804.25;5,(52.025;78.22;59.835;87.84);30052.88;59021.24;11804.25;5,(52.025;78.22;59.835;87.84);30052.88;59021.24;11804.25;5,(52.025;78.22;59.835;87.84);30052.88;59021.24;11804.25;5
重点实验室,(32.095;85.12;39.265;90.62);15774;30978.76;6195.75;5,(32.095;85.12;39.265;90.62);15774;30978.76;6195.75;5,(32.095;85.12;39.265;90.62);15774;30978.76;6195.75;5,(32.095;85.12;39.265;90.62);15774;30978.76;6195.75;5,(32.095;85.12;39.265;90.62);15774;30978.76;6195.75;5
对外继续教育,(33.42;19.585;41.22;23.815);13197.6;20000;4000;5,(33.42;19.585;41.22;23.815);13197.6;20000;4000;5,(33.42;19.585;41.22;23.815);13197.6;20000;4000;5,(33.42;19.585;41.22;23.815);13197.6;20000;4000;5,(33.42;19.585;41.22;23.815);13197.6;20000;4000;5
创研中心,(42.36;19.585;50.82;23.815);14314.32;32643.09;4080.39;8,(42.36;19.585;50.82;23.815);14314.32;32643.09;4080.39;8,(42.36;19.585;50.82;23.815);14314.32;32643.09;4080.39;8,(42.36;19.585;50.82;23.815);14314.32;32643.09;4080.39;8,(42.36;19.585;50.82;23.815);14314.32;32643.09;4080.39;8
创研中心,(24.405;19.585;31.495;23.815);11996.28;27356.91;3419.61;8,(24.405;19.585;31.495;23.815);11996.28;27356.91;3419.61;8,(24.405;19.585;31.495;23.815);11996.28;27356.91;3419.61;8,(24.405;19.585;31.495;23.815);11996.28;27356.91;3419.61;8,(24.405;19.585;31.495;23.815);11996.28;27356.91;3419.61;8
科研区,(42.31;78.225;51.43;87.835);35057.28;104400.68;13050.09;8,(42.31;78.225;51.43;87.835);35057.28;104400.68;13050.09;8,(42.31;78.225;51.43;87.835);35057.28;104400.68;13050.09;8,(42.31;78.225;51.43;87.835);35057.28;104400.68;13050.09;8,(42.31;78.225;51.43;87.835);35057.28;104400.68;13050.09;8
科研区,(25.805;78.28;31.495;85.7);16887.92;50292.28;6286.53;8,(25.805;78.28;31.495;85.7);16887.92;50292.28;6286.53;8,(25.805;78.28;31.495;85.7);16887.92;50292.28;6286.53;8,(25.805;78.28;31.495;85.7);16887.92;50292.28;6286.53;8,(25.805;78.28;31.495;85.7);16887.92;50292.28;6286.53;8
科研区,(32.095;78.28;41.705;84.52);23986.56;71432.04;8929.01;8,(32.095;78.28;41.705;84.52);23986.56;71432.04;8929.01;8,(32.095;78.28;41.705;84.52);23986.56;71432.04;8929.01;8,(32.095;78.28;41.705;84.52);23986.56;71432.04;8929.01;8,(32.095;78.28;41.705;84.52);23986.56;71432.04;8929.01;8
户外体育区,(24.41;38.96;31.91;53.96);45000;0,(24.41;38.96;31.91;53.96);45000;0,(24.41;38.96;31.91;53.96);45000;0,(24.41;38.96;31.91;53.96);45000;0,(24.41;38.96;31.91;53.96);45000;0
户外体育区,(52.38;44.495;59.84;50.085);16680.56;0,(52.38;44.495;59.84;50.085);16680.56;0,(52.38;44.495;59.84;50.085);16680.56;0,(52.38;44.495;59.84;50.085);16680.56;0,(52.38;44.495;59.84;50.085);16680.56;0
户外体育区,(36.695;26.745;49.565;34.195);38352.6;0,(36.695;26.745;49.565;34.195);38352.6;0,(36.695;26.745;49.565;34.195);38352.6;0,(36.695;26.745;49.565;34.195);38352.6;0,(36.695;26.745;49.565;34.195);38352.6;0
Rectangle
Rectangle,(32.415;34.7;51.885;49.82),(32.415;34.7;51.885;49.82),(32.415;34.7;51.885;49.82),(32.415;34.7;51.885;49.82),(32.415;34.7;51.885;49.82)
Roads
0.5,(52;44;60;44),(52;44;60;44),(52;44;60;44),(52;44;60;44),(52;44;60;44)
0.5,(24.41;37;32;37),(24.41;37;32;37),(24.41;37;32;37),(24.41;37;32;37),(24.41;37;32;37)
Axis
